Route ID,Checkpoints,Total Distance (Kms),Avg Time Taken (Hrs)
6fe1ba59-5bb3-4f18-90f2-47a64469211b,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",614,575.9
744c9eda-54d0-4606-a903-6afa1323758a,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",369,61.3
692db5ab-426d-4266-83e0-fffa07efccf0,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",265,467.8
12a465f0-5429-48d8-b8e6-7657290a5de1,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",513,719.3
dfe5b161-49b6-4e50-98d2-8ec1451cb8e5,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",722,548.7
4cb83772-2214-4d10-8c26-03867b2196a6,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",686,53.2
f81b3414-6aa0-4612-8482-92a9cadbbd90,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",494,483.5
b043a5cf-1d47-47a6-8b6f-bdfd88fea67e,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",830,603.1
000f5cb7-a1a0-435a-b515-b34fbb1ccc5c,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",569,493.2
9a419980-fd10-42b3-86c0-e29d88974abc,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",629,473.5
d9a571c1-506a-4814-98ae-9cf97d37a5f1,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",918,673.9
10473ae3-edd6-4b41-a5d7-954820f9b7e8,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",787,727.4
b09c0a80-ac25-45a3-9979-d33db34b4419,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",376,188
d9f20d8e-67d0-4c97-aa5c-f8f10da6cd51,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",695,344.7
6fe5258a-dbbd-4985-8f25-3afbc76353aa,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",831,617.1
9f424bd2-40df-4414-922d-57748dabfab9,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",641,93.4
dc4540c7-fc8c-4e8d-a2fd-2e915435e7b9,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",582,237.6
4303dead-f352-4fb9-9321-2a2d95922a53,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",306,74.8
fa9876e8-efcc-4523-8bf9-67d4d60a756a,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",606,434.7
5e84b41a-bb21-4876-bafa-baae9deca68b,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",311,41.4
c3c184b7-1e35-47f7-95ce-4b5bdc2870df,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",992,446.8
655d6f63-734f-498b-b1f6-dfcc8659783e,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",467,44.8
d796b7ba-fbbf-4a2f-8ecf-c787596691e3,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",818,451.7
3f6a9705-01fa-4c05-8ed2-af4f3b378eda,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",334,40.2
1ddb5821-368d-4e26-9150-20a2947fb4c8,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",372,589.5
39fbb85e-47c6-412d-8bb7-be48123cf625,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",801,744.2
9f6ee151-9899-49bd-849c-cdce9f4600a7,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",598,664.5
57be66ac-c6c9-4062-a40d-00c0cffc0faf,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",711,27.5
860b1341-2007-41d5-b2f7-e233883da393,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",451,38.4
644f8a70-1351-492e-bdaa-74e15e1d72e7,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",344,320.2
2440404a-b764-4656-b5a7-db248b9ef008,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",958,580.8
c113f707-f6d5-494b-b44e-122fc7060dd9,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",676,713.9
460c2dd3-135a-40ea-a4fc-2f5e07f0b80d,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",531,36.2
10e65ec7-e67a-47da-ba27-248dc96c75f4,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",400,585.9
6c43fb0c-794e-4c0a-886c-0f515c5defc0,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",255,269.6
fe636de6-4eae-4da5-ad43-1f83b39467d2,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",588,263.6
4a859117-c13d-45a5-ad49-a6a392232f0b,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",491,270.2
880595f8-7273-47f4-a054-ff903e25c194,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",839,387
7d28b966-5c1b-4d77-b79a-6467d73c329a,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",467,49.3
cef392ec-df46-4708-88ca-3895ed23c745,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",897,261.4
9cda5dab-1991-43eb-87bb-cf9270eca71c,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",301,486.3
7b25fa5a-181b-40f8-8313-2a4351d19706,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",286,487.6
9ae0282a-e333-47f5-8950-b6193aeb0109,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",872,263.2
95c55c31-baca-4999-aabf-5a226b1c2ae2,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",317,345.9
9ae235f5-1a32-4fe8-89a7-848a92165783,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",773,724.3
ba36941b-a3a9-47ec-b320-ee9682628452,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",515,734.5
a00eb2c9-870b-477b-914a-7948f1ae451f,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",892,738.1
2109fcf3-93d3-4e07-9396-3cf29c59c9f3,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",771,720.9
ce140618-721e-4277-960e-ed3dbf145837,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",728,397.8
3238d57e-be10-41a1-9b92-713aba1b44cf,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",478,164.7
fa10d0fa-9b2e-44a7-9a21-0cccf03c944f,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",794,670.3
9fc363c2-1649-41d6-982b-3e67f878ccad,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",391,502.5
db69463c-fc30-4fc2-9975-f92235b7472c,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",961,139.3
0f42b099-1bf1-442e-826b-c38f5788805a,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",518,418
dca0b3b2-5544-4f36-8b14-8873e30d7ddf,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",666,279.8
c93180b8-b8f7-4ed8-b336-5d1ee43b1e56,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",520,689.3
bfb93db9-589c-4e97-aba6-fbd8e9f4e73b,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",372,237.2
cf15ab53-0793-4e09-9b32-a5eb5a07a26d,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",272,658.1
f6882104-a5fb-4832-a7cc-e42df1214db2,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",318,227.3
25c6bdf5-b2e5-420e-8373-169bc2b7ef5b,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",939,176.4
00027782-1929-4444-827e-fefd0ac547e2,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",328,738.4
2fa5bfb9-0c39-4226-9d10-74d8b05763f5,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",386,612.7
5cd10214-6c2f-4389-b97a-6f3b2b6bd6bf,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",760,558.6
b878408f-4056-490c-9bf7-046defe30bc4,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",583,344
cf0b1a2f-8a6f-4a7a-bf1e-9b7f36e41e5e,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",417,389.7
9d432290-10f0-481d-9394-389571315834,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",771,724.2
21ca964d-a18f-43c6-a405-a2b20b08ffee,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",491,427.3
d2aa2d80-5825-440e-aadf-695ec9cb8e91,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",500,638.1
c1cd549e-9472-4bcc-81cd-c272c849e52c,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",971,427.1
14711b95-162b-49e0-9721-e61fefc864aa,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",520,429.9
be700dbc-89cf-42d1-85e0-6cda5258d3f6,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",905,634
ccfd8235-ad53-4000-9660-80bc92f4da2c,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",358,395.9
d187dcb7-16a2-48c7-9496-f3fee90ad625,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",509,79.8
fce357d5-94fa-4c77-aa8d-1291d5b7de7b,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",797,511.8
bcccc427-5406-44f8-a97e-cc24af0a0003,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",926,113.2
f074c137-d15a-44cb-9db9-e35fe8d5e837,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",457,236
7cf0afdb-e2ed-4300-9d14-c5cd9ce0230d,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",479,257.9
c78d1e76-9fb2-46ad-9f0d-7d0598bcafdf,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",745,423.4
692762da-ec0b-4707-a939-76c1f4589975,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",736,526.3
4dd3b6df-3b9b-4361-9b06-6722d0214de0,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",962,310.7
01af33ce-2474-4415-be9f-42723b1de42c,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",557,584.5
46d6119b-8b0a-4320-aa68-bd37322d18cc,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",596,238.6
078be887-5124-48cb-96a8-4cc86fa5ca08,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",971,195.3
29b5ad57-e52d-4463-9bbb-a345b8a25345,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",315,632.8
84aa693d-395c-4e13-a531-b3ec16916e21,"[Manufacturer-101, Storage-779, Distributor-1001, Retailer-199]",692,560
8e2f440a-77dc-4715-9268-e940b6d1b9bb,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",358,620.6
fcc46848-e5ed-4c3f-82a1-5adea6db6e78,"[Manufacturer-121, Storage-566, Distributor-51, Retailer-99]",659,707.8
60e4522d-044d-427c-b333-29279bf84cba,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",523,305.2
6d9dc126-6120-48ec-bf59-ea97b31e2cb6,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",774,617.6
36d5984b-3d38-4644-b87c-f512725bc92e,"[Manufacturer-11, Storage-666, Distributor-1001, Retailer-99]",770,578
56c54d35-2d4c-4b74-9c13-85d2e4004395,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",807,303.3
d36827e3-cfd9-449b-bb27-42cd8b4a3471,"[Manufacturer-109, Storage-96, Distributor-15, Retailer-99]",908,92.5
1fcef591-92f9-4a0f-b045-ec435fe64eb5,"[Manufacturer-256, Storage-666, Distributor-141, Retailer-911]",676,376
