Batch ID,Route,Actual Path,Last Scan Location,Products
4c44962d-ef0e-4cab-8182-e469d36e5b23,49349-405,"[Manufacturer-121, Storage-566,  ,  ]",bfa424aa-6a47-49fe-97ca-b03433da8818,"[P-11, P-56, P-11, P-99]"
59a06528-791e-4a11-928e-9b24fe3e181c,76472-1166,"[Manufacturer-11, Storage-666, , ]",f973d1ef-0f42-4612-a20a-8bcdab6be0bd,"[P-1001, P-1056, P-111, P-099]"
2ca0a608-47dc-4091-8d2f-5a2f24ea0a1e,37000-199,"[Manufacturer-109, Storage-96, Distributor-15, ]",b5ac0636-4c52-4141-8a19-8a7e614a24ad,"[P-11, P-56, P-11, P-99]"
94ca1a22-9ba7-4841-a94e-81464c456bad,49288-0391,"[Manufacturer-11, Storage-666, , ]",008c3149-9625-418f-ae25-b89ea77ea55f,"[P-11, P-56, P-11, P-99]"
871b413a-c4e0-448e-b8a7-a846d07f2619,37000-125,"[Manufacturer-11, Storage-666, , ]",bcb75a35-dfae-4990-8404-6e5d5c9dda0d,"[P-11, P-96, P-71, P-19]"
50d110ee-446e-4c07-9efb-e72fa175cd3d,65649-311,"[Manufacturer-11, Storage-666, , ]",5b03abd2-63d6-4d9e-a1c1-896aa42b4d25,"[P-11, P-96, P-71, P-19]"
475a8ab2-4438-4adc-989e-5d4a329274ae,37808-208,"[Manufacturer-109, Storage-96, Distributor-15, ]",aa19da54-fa35-4dd5-a36e-f416709a7ec6,"[P-1001, P-1056, P-111, P-099]"
35b0a23b-0bb0-4671-bf21-165036cbf476,36987-2972,"[Manufacturer-11, Storage-666, , ]",b7189164-8dde-46cc-9214-d52b87847e92,"[P-11, P-96, P-71, P-19]"
201cb6cf-c7ec-4faa-815d-18453196f973,0078-0240,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",c999c6dc-b126-4e95-80dd-0d03a30ad1aa,"[P-1001, P-1056, P-111, P-099]"
8cf1af3b-f2cb-410b-a313-67d4a74a3911,53942-055,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",625b5247-6b6c-49ac-8432-d4eead7053be,"[P-1001, P-1056, P-111, P-099]"
42a4ec89-db3e-4664-bf0c-53655efdd168,22884-8103,"[Manufacturer-109, Storage-96, Distributor-15, ]",cef5c8da-6006-4388-95c1-ceeedce6f2cd,"[P-11, P-56, P-11, P-99]"
1a185fd7-1ad7-4805-b30c-83150feb4b8a,43419-036,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",764b7777-e437-45ad-b605-9d1e68d4e397,"[P-11, P-56, P-11, P-99]"
71db5128-3c33-437c-ad98-fc18ce674c75,13537-026,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",73291c16-a5be-4405-b27f-96470609a191,"[P-1001, P-1056, P-111, P-099]"
7a257793-a21e-4470-a6c0-54e86ee3c3a0,24385-001,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",a9fdb92f-c69c-4941-89d4-f7ab7be2348e,"[P-1001, P-1056, P-111, P-099]"
2179b264-8ad8-407b-b88e-bbc215d4e94b,16714-343,"[Manufacturer-109, Storage-96, Distributor-15, ]",2b441eff-9cfb-4d93-bb86-93da1f507193,"[P-11, P-56, P-11, P-99]"
06c155fb-fbbc-4e49-a221-3ea2e679fda5,67296-0677,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",7ef23f67-c1d0-41b8-9954-f12d59e61d56,"[P-11, P-96, P-71, P-19]"
33af11e9-1a50-447a-8722-af929707ab42,53499-5971,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",838bd1c8-41ea-41b8-b4fe-18c8bf84ba58,"[P-1001, P-1056, P-111, P-099]"
697258e4-3e91-4b47-bf94-75a5bcec0fad,68151-4727,"[Manufacturer-121, Storage-566,  ,  ]",b6ca1e13-eb96-4325-b773-f9f3eb801a2f,"[P-11, P-96, P-71, P-19]"
6922e013-ce90-4486-831d-a561a3e1b67d,49817-0074,"[Manufacturer-256, , , ]",ec77dc51-b542-40c2-a400-343c31aa50ea,"[P-11, P-96, P-71, P-19]"
7db522de-7651-49ec-8853-ad5fae558f88,0781-9326,"[Manufacturer-121, Storage-566,  ,  ]",461e4e7e-6edd-402f-a741-7f06bfaedd1a,"[P-11, P-56, P-11, P-99]"
f15e3c69-45f3-423a-a7ab-625bf0b5f3d1,43275-140,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",e1ae742f-e4ce-4a85-87a6-311d73576700,"[P-1001, P-1056, P-111, P-099]"
a800d10d-57b7-45a8-99aa-e225dc0a48c3,52584-008,"[Manufacturer-256, , , ]",bc0d2949-ff5a-4e3e-82c5-b10674f93b87,"[P-11, P-56, P-11, P-99]"
0f43dc21-5994-42de-9811-c9d850d6b30a,49035-375,"[Manufacturer-109, Storage-96, Distributor-15, ]",8c572c89-f321-4fb9-a612-831171e6c68b,"[P-11, P-96, P-71, P-19]"
fae4c585-2dad-4a9f-9f80-b0ff9370b11b,17478-207,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",07676611-0e52-4273-bb1a-bc57180d2a9e,"[P-1001, P-1056, P-111, P-099]"
ed1d8626-d784-4fb0-b473-fc5ce6c1bfbb,0574-7034,"[Manufacturer-11, Storage-666, , ]",a4b4e44c-7035-45a6-80de-7afd32da1499,"[P-1001, P-1056, P-111, P-099]"
3dbad8a4-d433-4dba-a01f-541a00954cc3,0078-0149,"[Manufacturer-11, Storage-666, , ]",96e66b34-019c-4bae-9593-2c9d1798d3a6,"[P-1001, P-1056, P-111, P-099]"
27b25e3e-6728-492d-8ba6-a911199a0e4e,49781-019,"[Manufacturer-121, Storage-566,  ,  ]",eaa8b185-22d5-4838-aa3b-fbaec22f51fa,"[P-11, P-56, P-11, P-99]"
f15e3977-aa14-4f28-a4b2-725509ea33a1,67253-147,"[Manufacturer-256, , , ]",4dcd7ed7-08c2-40f0-b972-c9a39c5af79c,"[P-1001, P-1056, P-111, P-099]"
6ccbb9c0-9716-435b-b8f8-7116d199714a,0703-1029,"[Manufacturer-256, , , ]",cb788627-4a4a-473e-afa3-83a4e85a1b17,"[P-1001, P-1056, P-111, P-099]"
e53e2d79-b4b7-40d5-9ee1-17dab0bdb0d3,20276-152,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",42657959-11ce-48ed-b63e-4be248bb39d5,"[P-11, P-56, P-11, P-99]"
5e700e14-30a3-4cfc-a4b9-89dec6c6a430,62756-543,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",99401a91-1814-4e95-9526-31b3fe3bde0a,"[P-1001, P-1056, P-111, P-099]"
761b9eef-f89b-4524-9030-a09c298656e3,55154-1813,"[Manufacturer-256, , , ]",07f74d73-581e-4a48-b7a9-9759e8d4e6a3,"[P-11, P-56, P-11, P-99]"
a38e500c-7a4a-4bec-927b-2948aba1df27,63783-402,"[Manufacturer-11, Storage-666, , ]",b1e0ab29-2ecc-4f00-9dfb-0e4e1d870514,"[P-11, P-56, P-11, P-99]"
ed645d05-b644-4ea4-8b43-4a748248e62a,21695-246,"[Manufacturer-256, , , ]",d22f30a5-a28a-492e-a719-308c9334325d,"[P-11, P-96, P-71, P-19]"
e38363ce-fa0d-4993-9c24-162da6fd3fab,36987-3251,"[Manufacturer-121, Storage-566,  ,  ]",059ff1a2-10ed-4c32-a9d2-546625ae0b25,"[P-11, P-96, P-71, P-19]"
9e45be5b-8ad3-4203-bee6-347d9066a8f5,52533-056,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",5de9d47c-1016-4fda-9107-74f31ade3726,"[P-1001, P-1056, P-111, P-099]"
f39a98e6-31d1-4c07-b3dd-ca3e09e24f67,0268-1111,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",e4c7d025-a3ab-44cb-9f09-6fe9cb81be86,"[P-11, P-96, P-71, P-19]"
693ed244-4eaf-4e6d-8551-2c6518ff4070,0597-0019,"[Manufacturer-11, Storage-666, , ]",4cc4c587-2ca9-4619-8949-2aaf3eff0662,"[P-11, P-56, P-11, P-99]"
679f29c4-d33f-48ec-99b6-0fb0fb28e3da,76331-809,"[Manufacturer-256, , , ]",ece3cbca-7f25-4963-94df-1e39f62065a8,"[P-11, P-56, P-11, P-99]"
4724d35a-f19d-4b49-94ce-e192734b836a,59779-962,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",1c62c781-c614-416b-89f1-1e9919247663,"[P-11, P-56, P-11, P-99]"
3bf9d6b7-2274-46f1-b85b-97f1eb2e86b5,54868-2351,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",9952212b-1092-4800-9b7c-ebea99994ab7,"[P-11, P-56, P-11, P-99]"
6761af62-33f7-4f9a-a27f-dfe28442a2c1,49035-152,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",6ba65b10-8636-4f8e-a3e8-f4ab62f12cbb,"[P-11, P-96, P-71, P-19]"
f0702ad5-53ad-46fa-ac3c-13220555afc1,11673-517,"[Manufacturer-109, Storage-96, Distributor-15, ]",95a947ac-6a4a-4620-abff-fa4fbb4ce5f9,"[P-1001, P-1056, P-111, P-099]"
879c9d57-d906-4d0e-a7e3-f38fed77c0f5,43479-107,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",e424ff40-25ff-4bf5-9c47-fdad3b0b3957,"[P-1001, P-1056, P-111, P-099]"
5563fac6-cf82-4737-877f-f8f058e5867c,16714-682,"[Manufacturer-11, Storage-666, , ]",07371861-933b-48f4-91ba-09c10a2297ae,"[P-1001, P-1056, P-111, P-099]"
f94a93d0-14a7-4ced-b6eb-65d489325944,68084-274,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",4dfbf133-6cbb-4800-9415-c9ade1fef4cf,"[P-11, P-96, P-71, P-19]"
14fa8c9d-a88c-45fa-abc8-6dbaf278dbea,49288-0115,"[Manufacturer-11, Storage-666, , ]",43af7fc0-6ec5-4122-bf9c-645d92171b60,"[P-11, P-96, P-71, P-19]"
6b9a7f0e-5b20-413a-b9d0-85a598721b5c,0135-0475,"[Manufacturer-121, Storage-566,  ,  ]",8b66be59-7458-4767-bd7a-993a778cd3f6,"[P-1001, P-1056, P-111, P-099]"
977fa6bc-e81b-40fe-850c-84dca47686e4,52686-222,"[Manufacturer-11, Storage-666, , ]",2eaa3e1b-acf1-4c45-9ec6-b6d70e0e0947,"[P-1001, P-1056, P-111, P-099]"
6921edcf-b81a-40f5-8bc3-617befbfdc17,50436-4352,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",6f418559-6ae4-4204-a078-d051d487986b,"[P-1001, P-1056, P-111, P-099]"
d077afcb-2061-431a-91be-1b127e8cbf23,68084-490,"[Manufacturer-121, Storage-566,  ,  ]",860a49ee-f7b6-4147-a3a4-7dc888746364,"[P-1001, P-1056, P-111, P-099]"
b51ab5bd-d3ce-4ec8-bd08-872873eee4e7,54868-5232,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",dd126c78-211c-438d-971c-38e2e3fdcd98,"[P-11, P-56, P-11, P-99]"
2c78710a-76ad-4b8e-b6f2-6a3be3032c3d,36987-3340,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",4b5d2046-82f9-4924-9f84-8c185dc26b7d,"[P-11, P-96, P-71, P-19]"
e0e19aff-8178-41c5-8244-93708b5b16c0,63941-003,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",b2c144c3-af8c-4e7b-99d0-4ba9400ca007,"[P-1001, P-1056, P-111, P-099]"
ef1423c6-fac6-4df2-82e8-daa90a734431,16590-341,"[Manufacturer-11, Storage-666, , ]",7dfccd57-b82b-4738-aeaf-cd0993183e6e,"[P-11, P-96, P-71, P-19]"
5fe2f4af-4004-40d5-a5f9-278a8032de29,68968-4492,"[Manufacturer-11, Storage-666, , ]",fbd34743-6368-42d1-b03e-9f866f162a38,"[P-11, P-96, P-71, P-19]"
43dbfbbe-a93c-494e-9bd6-41dd104db9ad,58668-6180,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",39643d42-7102-4021-8e82-d69e8c23dc57,"[P-11, P-96, P-71, P-19]"
b48f36d3-3f2d-421f-a4b2-2019c1b8eec9,42291-287,"[Manufacturer-121, Storage-566,  ,  ]",931a9fc7-b739-49e6-8fcd-f174673a0ad1,"[P-1001, P-1056, P-111, P-099]"
f6c4df6c-fd74-434b-a1ee-7f89bd19bc3f,53603-3004,"[Manufacturer-256, , , ]",4ccca2c3-f013-4a45-a8e7-ddafdbc3b03f,"[P-11, P-56, P-11, P-99]"
9517598c-aea7-4519-84ad-c8747fa427e8,36987-3199,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",c27b7c72-ce4f-4d1a-a9e8-92793bc2b375,"[P-11, P-96, P-71, P-19]"
e9f3944e-c06b-4c1c-a00c-920185dfde4b,60681-1809,"[Manufacturer-101, Storage-779, Distributor-1001,  ]",618fe0b0-f02a-401f-ad0d-92bb8042c163,"[P-1001, P-1056, P-111, P-099]"
373027af-9976-4fe3-a98d-3a4be85d51d4,48951-1123,"[Manufacturer-11, Storage-666, , ]",9e6dbefc-18b6-45ca-8f54-e4d084d87da6,"[P-1001, P-1056, P-111, P-099]"
095cb840-53e3-4b40-b54d-e0718e6e1489,43063-249,"[Manufacturer-109, Storage-96, Distributor-15, ]",c67b8c23-91b2-4169-8753-d914a3a8c21d,"[P-1001, P-1056, P-111, P-099]"
7ccf72bc-b26f-4827-9d9c-21ad54381689,0615-7632,"[Manufacturer-256, , , ]",54cf0c9f-54e1-4b74-a740-5d5757e2c218,"[P-11, P-56, P-11, P-99]"
3d3d2b03-a13a-4e6f-8745-df7b23057b24,0597-0013,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",3f33efe9-bd1d-4a44-87d8-f5381c60ba35,"[P-1001, P-1056, P-111, P-099]"
8a0eee09-4539-48b3-bd20-39f0da5b372e,52959-127,"[Manufacturer-121, Storage-566,  ,  ]",3cc58877-231e-4e14-b44b-1357cd6af47b,"[P-1001, P-1056, P-111, P-099]"
e5d7e56c-5b45-4fc8-a38b-2d2874691c24,61734-021,"[Manufacturer-109, Storage-96, Distributor-15, ]",0ad28f27-8b19-4d81-9c54-081cda695b57,"[P-11, P-96, P-71, P-19]"
54c035ec-7e05-4a03-b63a-b92540daffcb,42248-113,"[Manufacturer-121, Storage-566,  ,  ]",62301611-c754-475a-bfa8-d200fd2222cc,"[P-1001, P-1056, P-111, P-099]"
2b5ca41d-00f4-4eb4-9f84-2758bef9cc4d,25021-403,"[Manufacturer-256, , , ]",20e7fda9-1362-4102-b8f6-6b0cc307f77d,"[P-11, P-96, P-71, P-19]"
bc25dda0-d4ac-4206-a3ef-3b8cfaa35564,42254-194,"[Manufacturer-256, , , ]",9babafd5-6c06-4d7d-965d-1001b7f8a040,"[P-1001, P-1056, P-111, P-099]"
ba747d73-2510-4545-89ec-62425cf3045a,51830-020,"[Manufacturer-109, Storage-96, Distributor-15, ]",b33402a3-206f-49d2-82b9-65d3284e3019,"[P-11, P-56, P-11, P-99]"
94791625-5c96-48ca-b9bb-c4ffc06ca49a,49288-0100,"[Manufacturer-11, Storage-666, Distributor-1561, Retailer-919]",3a556b59-8daf-4ce1-a3fe-b66d81b54d0d,"[P-11, P-96, P-71, P-19]"
b0b2804b-d670-4d3e-8774-cddf67213c3d,11822-5744,"[Manufacturer-109, Storage-96, Distributor-15, ]",355b83cd-eff7-4786-8b4b-b8d99953c456,"[P-11, P-56, P-11, P-99]"
7df20fd6-fa68-463b-b1e0-0d1405e8cadd,53808-0278,"[Manufacturer-11, Storage-666, , ]",52a39c24-7c9b-4878-af81-b4f189eb4678,"[P-1001, P-1056, P-111, P-099]"
250c014b-5030-4c05-bdaa-630555dac044,49288-0795,"[Manufacturer-109, Storage-96, Distributor-15, ]",8381149e-a9e3-47e4-9cfc-ac2c847c404c,"[P-1001, P-1056, P-111, P-099]"
d865cabe-0050-45c7-abfa-ee4efd9271e1,10096-0168,"[Manufacturer-256, , , ]",c42ecbae-47aa-4ce0-a83e-58ad3ccb8ee1,"[P-11, P-96, P-71, P-19]"
96125453-31a1-4d82-b9c7-ff058749640c,0187-5190,"[Manufacturer-256, , , ]",6b15fcfb-3980-431e-92ef-cbc748631559,"[P-1001, P-1056, P-111, P-099]"
c68695ac-16b2-4d04-913f-ba9977edb21e,50972-272,"[Manufacturer-11, Storage-666, , ]",b8980756-b2c1-44d4-8638-e0fb922af5cf,"[P-1001, P-1056, P-111, P-099]"
